"id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age","adopt"
"A706060",11,"07/05/2015 06:56:00 PM","Adoption","06/24/2015 11:57:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",2,1
"A715360",2,"11/06/2015 06:47:00 PM","Adoption","11/04/2015 11:47:00 AM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",2,1
"A738769",30,"12/20/2016 06:51:00 PM","Adoption","11/20/2016 03:49:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",1,1
"A689135",6,"10/05/2014 05:41:00 PM","Adoption","09/29/2014 06:01:00 PM","Stray","Domestic Shorthair Mix","Tortie",2,1
"A730277",4,"07/05/2016 12:15:00 PM","Adoption","07/01/2016 12:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A760633",4,"10/25/2017 04:19:00 PM","Transfer","10/21/2017 03:28:00 PM","Stray","American Shorthair Mix","White/Black",2,0
"A668777",18,"12/27/2013 03:48:00 PM","Transfer","12/09/2013 12:33:00 PM","Stray","Domestic Shorthair Mix","Blue/White",24,0
"A739781",8,"12/15/2016 11:32:00 AM","Adoption","12/07/2016 12:40:00 PM","Stray","Domestic Shorthair","Orange Tabby/White",1,1
"A745463",5,"04/07/2017 07:19:00 PM","Adoption","04/02/2017 08:52:00 AM","Owner Surrender","Domestic Shorthair Mix","Gray Tabby",60,1
"A768244",2,"03/17/2018 10:08:00 AM","Died","03/15/2018 03:53:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",60,0
"A750560",5,"06/02/2017 06:20:00 PM","Adoption","05/28/2017 04:51:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",5,1
"A732312",96,"11/09/2016 05:03:00 PM","Adoption","08/05/2016 04:25:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A710177",26,"09/14/2015 02:23:00 PM","Adoption","08/19/2015 11:17:00 AM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A725160",74,"07/09/2016 04:34:00 PM","Adoption","04/26/2016 02:32:00 PM","Stray","Domestic Shorthair Mix","Black",3,1
"A669885",4,"01/02/2014 05:16:00 PM","Adoption","12/29/2013 01:15:00 PM","Stray","Domestic Shorthair Mix","Black",3,1
"A769052",7,"04/05/2018 06:20:00 PM","Adoption","03/29/2018 04:04:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",24,1
"A726424",5,"05/15/2016 07:46:00 PM","Transfer","05/10/2016 04:23:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A684822",8,"08/06/2014 02:22:00 PM","Transfer","07/29/2014 11:42:00 AM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A727262",1,"05/21/2016 02:54:00 PM","Died","05/20/2016 01:19:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",2,0
"A761387",6,"11/09/2017 02:47:00 PM","Transfer","11/03/2017 06:17:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A711484",1,"09/08/2015 09:00:00 AM","Transfer","09/07/2015 01:50:00 PM","Stray","Domestic Longhair Mix","Blue Tabby",24,0
"A706571",3,"07/03/2015 01:59:00 PM","Transfer","06/30/2015 03:39:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2,0
"A751811",65,"08/17/2017 11:40:00 AM","Adoption","06/13/2017 01:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A677856",5,"05/05/2014 03:19:00 PM","Transfer","04/30/2014 12:13:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",3,0
"A726603",5,"05/17/2016 07:05:00 PM","Transfer","05/12/2016 04:20:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",12,0
"A713210",39,"11/12/2015 04:09:00 PM","Adoption","10/04/2015 10:38:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A684661",59,"09/23/2014 08:26:00 AM","Adoption","07/26/2014 02:55:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby/White",1,1
"A673326",16,"03/10/2014 05:38:00 PM","Adoption","02/22/2014 11:49:00 AM","Stray","Domestic Shorthair Mix","Blue",5,1
"A725735",6,"05/08/2016 04:39:00 PM","Adoption","05/02/2016 02:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue/White",5,1
"A686535",1,"08/24/2014 09:00:00 AM","Transfer","08/23/2014 12:11:00 PM","Stray","Domestic Shorthair Mix","Black",7,0
"A729197",6,"06/20/2016 03:07:00 PM","Adoption","06/14/2016 03:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby/White",1,1
"A735440",63,"11/25/2016 12:52:00 PM","Adoption","09/23/2016 12:00:00 PM","Owner Surrender","Domestic Shorthair","Brown Tabby",8,1
"A739206",88,"02/25/2017 12:13:00 PM","Adoption","11/29/2016 12:04:00 PM","Stray","Domestic Shorthair Mix","Lynx Point",1,1
"A749390",34,"06/17/2017 12:02:00 PM","Adoption","05/14/2017 01:17:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",1,1
"A764748",31,"02/05/2018 04:40:00 PM","Adoption","01/05/2018 02:47:00 PM","Stray","Snowshoe Mix","Lynx Point/White",1,1
"A683433",8,"07/18/2014 08:10:00 AM","Euthanasia","07/10/2014 12:05:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",1,0
"A685294",12,"08/17/2014 04:01:00 PM","Adoption","08/05/2014 12:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A755521",1,"08/05/2017 12:00:00 AM","Transfer","08/04/2017 01:03:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",4,0
"A709162",6,"08/11/2015 12:00:00 AM","Transfer","08/05/2015 03:01:00 PM","Stray","Siamese","Lilac Point",2,0
"A702314",39,"06/20/2015 02:25:00 PM","Adoption","05/12/2015 11:15:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",1,1
"A674396",4,"03/16/2014 04:07:00 PM","Transfer","03/12/2014 12:35:00 PM","Owner Surrender","Siamese Mix","Tortie Point",60,0
"A768941",4,"03/31/2018 07:26:00 PM","Transfer","03/27/2018 04:43:00 PM","Stray","Domestic Longhair Mix","Brown Tabby",24,0
"A709488",14,"08/23/2015 06:49:00 PM","Adoption","08/09/2015 04:59:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",4,1
"A752944",12,"07/11/2017 06:03:00 PM","Transfer","06/29/2017 11:42:00 AM","Stray","Domestic Shorthair Mix","Torbie/Black",2,0
"A716009",7,"12/05/2015 04:01:00 PM","Adoption","11/28/2015 12:54:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",6,1
"A726992",4,"05/21/2016 05:06:00 PM","Adoption","05/17/2016 12:21:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1,1
"A769426",18,"04/22/2018 01:04:00 PM","Transfer","04/04/2018 06:56:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A691222",1,"11/01/2014 09:00:00 AM","Transfer","10/31/2014 06:23:00 PM","Stray","Domestic Shorthair Mix","Black",3,0
"A770608",4,"04/26/2018 12:17:00 PM","Transfer","04/22/2018 02:57:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",9,0
"A718597",2,"01/04/2016 05:36:00 PM","Adoption","01/02/2016 04:21:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",3,1
"A712879",8,"10/07/2015 12:21:00 PM","Transfer","09/29/2015 01:01:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",2,0
"A739079",2,"11/29/2016 11:53:00 AM","Euthanasia","11/27/2016 03:18:00 PM","Stray","Domestic Shorthair Mix","Black",60,0
"A683574",12,"07/24/2014 04:03:00 PM","Adoption","07/12/2014 12:00:00 PM","Owner Surrender","Japanese Bobtail Mix","Calico",6,1
"A766064",10,"02/11/2018 02:58:00 PM","Adoption","02/01/2018 11:41:00 AM","Stray","Domestic Shorthair Mix","Black/White",12,1
"A720579",39,"03/22/2016 11:48:00 AM","Adoption","02/12/2016 11:01:00 AM","Owner Surrender","Burmese","Sable",144,1
"A716882",2,"11/29/2015 06:45:00 PM","Adoption","11/27/2015 02:55:00 PM","Owner Surrender","Domestic Shorthair Mix","Seal Point",5,1
"A707051",73,"09/18/2015 03:14:00 PM","Transfer","07/07/2015 11:44:00 AM","Stray","Domestic Shorthair Mix","Black",12,0
"A752542",4,"06/27/2017 12:00:00 AM","Transfer","06/23/2017 03:33:00 PM","Stray","Domestic Shorthair Mix","Black",5,0
"A719102",4,"01/17/2016 05:33:00 PM","Adoption","01/13/2016 11:18:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A752301",4,"06/24/2017 06:23:00 PM","Transfer","06/20/2017 04:53:00 PM","Stray","Domestic Shorthair Mix","White",12,0
"A680869",14,"06/23/2014 12:37:00 PM","Euthanasia","06/09/2014 12:35:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",3,0
"A665398",24,"11/10/2013 04:45:00 PM","Adoption","10/17/2013 12:26:00 PM","Owner Surrender","Domestic Shorthair Mix","White/Blue",1,1
"A690901",24,"11/20/2014 07:23:00 PM","Adoption","10/27/2014 06:15:00 PM","Stray","Domestic Shorthair Mix","White/Orange Tabby",1,1
"A769180",16,"04/17/2018 03:34:00 PM","Transfer","04/01/2018 01:06:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",60,0
"A767136",3,"02/27/2018 07:45:00 PM","Transfer","02/24/2018 11:55:00 AM","Stray","Domestic Longhair Mix","Black/White",36,0
"A690373",1,"10/20/2014 09:00:00 AM","Transfer","10/19/2014 02:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,0
"A687210",46,"10/18/2014 05:58:00 PM","Adoption","09/02/2014 11:52:00 AM","Stray","Domestic Shorthair Mix","Black",4,1
"A701423",48,"06/16/2015 06:56:00 PM","Adoption","04/29/2015 11:34:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby/White",24,1
"A731506",15,"08/07/2016 07:02:00 PM","Adoption","07/23/2016 12:07:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",2,1
"A709277",10,"08/16/2015 06:56:00 PM","Adoption","08/06/2015 06:35:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3,1
"A707161",66,"09/12/2015 05:18:00 PM","Adoption","07/08/2015 06:00:00 PM","Stray","Domestic Shorthair Mix","Black Smoke/White",1,1
"A681994",1,"06/23/2014 09:00:00 AM","Transfer","06/22/2014 03:37:00 PM","Stray","Domestic Medium Hair Mix","Gray/White",3,0
"A727742",25,"06/19/2016 04:57:00 PM","Adoption","05/25/2016 01:19:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A731269",60,"09/17/2016 02:40:00 PM","Adoption","07/19/2016 02:50:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",12,1
"A680490",39,"07/12/2014 04:17:00 PM","Adoption","06/03/2014 02:35:00 PM","Stray","Domestic Shorthair Mix","Tortie",2,1
"A703164",78,"08/07/2015 12:38:00 PM","Adoption","05/21/2015 11:04:00 AM","Stray","Domestic Shorthair Mix","Calico",1,1
"A734542",15,"09/23/2016 02:37:00 PM","Transfer","09/08/2016 02:28:00 PM","Public Assist","Domestic Shorthair Mix","Black/White",36,0
"A730497",4,"07/09/2016 05:08:00 PM","Adoption","07/05/2016 04:23:00 PM","Stray","Domestic Shorthair Mix","Calico",4,1
"A674993",2,"03/23/2014 06:53:00 PM","Adoption","03/21/2014 11:27:00 AM","Owner Surrender","Siamese Mix","Seal Point",3,1
"A609042",99,"06/23/2014 11:52:00 AM","Adoption","03/16/2014 01:32:00 PM","Owner Surrender","Russian Blue Mix","Blue",72,1
"A683326",29,"08/07/2014 03:57:00 PM","Transfer","07/09/2014 12:58:00 PM","Public Assist","Domestic Medium Hair Mix","Cream Tabby",12,0
"A684453",1,"07/24/2014 09:00:00 AM","Transfer","07/23/2014 06:48:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",24,0
"A709316",4,"08/11/2015 12:00:00 AM","Transfer","08/07/2015 11:56:00 AM","Stray","Domestic Shorthair Mix","Torbie",2,0
"A665081",30,"11/12/2013 04:41:00 PM","Transfer","10/13/2013 02:09:00 PM","Stray","Domestic Longhair Mix","Brown Tabby/White",96,0
"A723740",95,"07/09/2016 02:50:00 PM","Adoption","04/05/2016 06:31:00 PM","Stray","Domestic Shorthair Mix","Black Tabby",1,1
"A692754",38,"01/02/2015 06:39:00 PM","Adoption","11/25/2014 11:21:00 AM","Stray","Domestic Medium Hair Mix","Orange Tabby/White",4,1
"A763873",4,"12/21/2017 03:53:00 PM","Transfer","12/17/2017 12:43:00 PM","Stray","Domestic Shorthair Mix","Torbie",24,0
"A707367",8,"07/19/2015 02:44:00 PM","Adoption","07/11/2015 04:09:00 PM","Stray","Domestic Shorthair Mix","Blue",1,1
"A758024",27,"10/07/2017 05:44:00 PM","Adoption","09/10/2017 12:32:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A753096",4,"07/05/2017 02:03:00 PM","Transfer","07/01/2017 02:15:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",108,0
"A714730",24,"11/20/2015 02:15:00 PM","Adoption","10/27/2015 11:42:00 AM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",5,1
"A738206",1,"11/11/2016 09:00:00 AM","Transfer","11/10/2016 06:35:00 PM","Stray","Domestic Shorthair Mix","Calico",12,0
"A696228",3,"02/03/2015 12:17:00 PM","Adoption","01/31/2015 01:04:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",3,1
"A672013",2,"02/04/2014 02:01:00 PM","Transfer","02/02/2014 02:28:00 PM","Stray","Domestic Longhair Mix","White/Orange Tabby",24,0
"A696230",4,"02/04/2015 04:55:00 PM","Adoption","01/31/2015 01:04:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black/White",3,1
"A725240",3,"04/30/2016 05:57:00 PM","Adoption","04/27/2016 07:19:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",12,1
"A686272",78,"11/05/2014 11:39:00 AM","Missing","08/19/2014 01:52:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A754484",217,"02/23/2018 06:52:00 AM","Adoption","07/21/2017 11:55:00 AM","Stray","Domestic Shorthair Mix","Black",1,1
"A755616",13,"08/19/2017 12:08:00 PM","Adoption","08/06/2017 11:07:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",4,1
"A716962",70,"02/07/2016 06:48:00 PM","Adoption","11/29/2015 03:27:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",1,1
"A684685",33,"08/29/2014 02:49:00 PM","Adoption","07/27/2014 11:29:00 AM","Stray","Domestic Shorthair Mix","Blue",1,1
"A666813",50,"12/27/2013 03:49:00 PM","Transfer","11/07/2013 03:20:00 PM","Public Assist","Siamese/Domestic Shorthair","Black",9,0
"A680535",39,"07/13/2014 08:14:00 AM","Adoption","06/04/2014 08:01:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",2,1
"A734590",9,"09/18/2016 12:49:00 PM","Transfer","09/09/2016 12:30:00 PM","Stray","Domestic Medium Hair Mix","Black",1,0
"A767053",12,"03/06/2018 12:00:00 AM","Transfer","02/22/2018 11:41:00 AM","Stray","Siamese Mix","Lynx Point",12,0
"A705095",50,"08/02/2015 12:57:00 PM","Adoption","06/13/2015 11:08:00 AM","Stray","Domestic Shorthair Mix","Tortie",1,1
"A714624",15,"11/10/2015 02:24:00 PM","Adoption","10/26/2015 11:02:00 AM","Stray","Domestic Shorthair Mix","Blue",3,1
"A756300",2,"08/19/2017 11:48:00 AM","Adoption","08/17/2017 12:22:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",2,1
"A726469",27,"06/07/2016 05:30:00 PM","Adoption","05/11/2016 11:39:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",4,1
"A700175",80,"06/28/2015 03:44:00 PM","Adoption","04/09/2015 11:30:00 AM","Stray","Siamese Mix","Lynx Point",120,1
"A671061",43,"03/01/2014 03:17:00 PM","Adoption","01/17/2014 04:41:00 PM","Stray","Domestic Medium Hair Mix","Black",3,1
"A716807",105,"03/09/2016 01:25:00 PM","Adoption","11/25/2015 01:07:00 PM","Owner Surrender","Domestic Medium Hair Mix","Calico",96,1
"A761234",41,"12/12/2017 10:04:00 AM","Adoption","11/01/2017 11:13:00 AM","Stray","Domestic Medium Hair Mix","Black/White",4,1
"A711474",21,"09/28/2015 04:37:00 PM","Adoption","09/07/2015 12:29:00 PM","Owner Surrender","Domestic Medium Hair Mix","Orange Tabby",6,1
"A765112",7,"01/20/2018 03:22:00 PM","Adoption","01/13/2018 11:44:00 AM","Owner Surrender","Siamese Mix","Seal Point",4,1
"A687182",6,"09/07/2014 12:04:00 PM","Adoption","09/01/2014 06:29:00 PM","Stray","Domestic Shorthair Mix","White/Black",2,1
"A676224",23,"04/29/2014 04:34:00 PM","Adoption","04/06/2014 02:49:00 PM","Stray","Domestic Shorthair Mix","Black/White",60,1
"A716519",4,"11/24/2015 07:30:00 PM","Transfer","11/20/2015 01:24:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby/White",24,0
"A672671",1,"02/15/2014 01:26:00 PM","Transfer","02/14/2014 04:01:00 PM","Stray","Siamese Mix","Lynx Point",24,0
"A704563",18,"06/24/2015 04:45:00 PM","Transfer","06/06/2015 11:23:00 AM","Stray","Domestic Shorthair Mix","Black",1,0
"A688964",44,"11/10/2014 07:40:00 PM","Adoption","09/27/2014 11:13:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",3,1
"A731023",1,"07/15/2016 09:00:00 AM","Transfer","07/14/2016 06:20:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",5,0
"A711663",9,"09/19/2015 03:30:00 PM","Transfer","09/10/2015 01:09:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",1,0
"A716946",41,"01/09/2016 11:23:00 AM","Adoption","11/29/2015 11:03:00 AM","Stray","Domestic Medium Hair Mix","Black/White",96,1
"A710493",68,"10/31/2015 07:49:00 AM","Adoption","08/24/2015 08:40:00 AM","Stray","Domestic Longhair Mix","Blue Tabby",4,1
"A725554",84,"07/23/2016 05:27:00 PM","Adoption","04/30/2016 02:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A722565",4,"03/22/2016 12:01:00 AM","Transfer","03/18/2016 04:34:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",3,0
"A736349",4,"10/13/2016 03:58:00 PM","Transfer","10/09/2016 11:00:00 AM","Stray","Domestic Shorthair Mix","Black",1,0
"A760323",89,"01/13/2018 03:57:00 PM","Adoption","10/16/2017 01:43:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",3,1
"A728800",13,"06/21/2016 01:08:00 PM","Adoption","06/08/2016 05:47:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A716398",35,"12/24/2015 12:21:00 PM","Adoption","11/19/2015 12:00:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby",1,1
"A697600",2,"02/27/2015 02:34:00 PM","Transfer","02/25/2015 02:27:00 PM","Stray","Domestic Longhair Mix","Orange Tabby",2,0
"A735325",2,"09/24/2016 12:00:00 AM","Adoption","09/22/2016 01:15:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",4,1
"A753087",10,"07/11/2017 03:29:00 PM","Transfer","07/01/2017 01:08:00 PM","Stray","Domestic Shorthair Mix","Black",1,0
"A715558",4,"11/09/2015 12:00:00 AM","Transfer","11/05/2015 07:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",1,0
"A713098",1,"10/03/2015 09:00:00 AM","Transfer","10/02/2015 02:10:00 PM","Stray","Siamese Mix","Lynx Point",6,0
"A706068",5,"06/29/2015 01:56:00 PM","Transfer","06/24/2015 12:17:00 PM","Stray","Snowshoe Mix","Seal Point",7,0
"A680352",37,"07/08/2014 03:23:00 PM","Transfer","06/01/2014 03:49:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",5,0
"A717570",5,"12/15/2015 05:25:00 PM","Adoption","12/10/2015 02:55:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby/White",2,1
"A687899",7,"09/18/2014 02:49:00 PM","Transfer","09/11/2014 04:41:00 PM","Stray","Domestic Shorthair Mix","Black",60,0
"A713232",50,"11/23/2015 05:54:00 PM","Adoption","10/04/2015 01:40:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A676014",87,"06/29/2014 05:01:00 PM","Adoption","04/03/2014 12:56:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue/White",108,1
"A716952",11,"12/10/2015 05:48:00 PM","Adoption","11/29/2015 11:24:00 AM","Owner Surrender","Domestic Shorthair Mix","Black",3,1
"A710332",29,"09/19/2015 01:26:00 PM","Adoption","08/21/2015 04:13:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A727064",40,"06/26/2016 06:32:00 PM","Adoption","05/17/2016 05:23:00 PM","Stray","Domestic Shorthair Mix","White/Black",4,1
"A746861",15,"04/24/2017 04:35:00 PM","Transfer","04/09/2017 11:11:00 AM","Stray","Domestic Shorthair Mix","Black",0,0
"A759818",37,"11/13/2017 02:37:00 PM","Adoption","10/07/2017 06:18:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",4,1
"A714096",73,"12/29/2015 01:11:00 PM","Adoption","10/17/2015 05:48:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,1
"A681435",26,"07/12/2014 04:33:00 PM","Adoption","06/16/2014 02:25:00 PM","Owner Surrender","Domestic Shorthair Mix","Cream Tabby",2,1
"A679576",1,"05/24/2014 05:33:00 PM","Transfer","05/23/2014 11:15:00 AM","Stray","Domestic Shorthair Mix","Black",24,0
"A670442",3,"01/11/2014 11:40:00 AM","Adoption","01/08/2014 12:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",2,1
"A726748",4,"05/18/2016 07:17:00 PM","Transfer","05/14/2016 11:49:00 AM","Stray","Domestic Shorthair Mix","Torbie/White",24,0
"A525136",16,"03/20/2015 11:01:00 AM","Transfer","03/04/2015 04:06:00 PM","Owner Surrender","American Shorthair Mix","Calico",84,0
"A719545",3,"01/25/2016 03:33:00 PM","Adoption","01/22/2016 12:34:00 PM","Owner Surrender","Domestic Medium Hair Mix","Black",2,1
"A689402",1,"10/04/2014 09:00:00 AM","Transfer","10/03/2014 03:36:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A751178",27,"07/01/2017 02:07:00 PM","Adoption","06/04/2017 07:17:00 PM","Stray","Domestic Shorthair Mix","Tortie",1,1
"A702467",1,"05/15/2015 09:00:00 AM","Transfer","05/14/2015 11:22:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",12,0
"A719077",5,"01/17/2016 06:57:00 PM","Adoption","01/12/2016 12:56:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,1
"A709597",13,"08/24/2015 06:53:00 PM","Transfer","08/11/2015 11:24:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",1,0
"A711544",26,"10/04/2015 05:50:00 PM","Adoption","09/08/2015 03:50:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12,1
"A685164",7,"08/10/2014 04:35:00 PM","Transfer","08/03/2014 01:12:00 PM","Stray","Domestic Shorthair Mix","White/Black",1,0
"A742958",11,"02/11/2017 09:50:00 AM","Transfer","01/31/2017 02:22:00 PM","Stray","Domestic Shorthair Mix","Blue/White",72,0
"A685297",109,"11/22/2014 07:40:00 AM","Adoption","08/05/2014 12:31:00 PM","Owner Surrender","Siamese Mix","Lynx Point",24,1
"A740207",32,"01/13/2017 09:38:00 PM","Adoption","12/12/2016 02:54:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",4,1
"A688548",1,"09/21/2014 09:00:00 AM","Transfer","09/20/2014 03:49:00 PM","Stray","Domestic Medium Hair Mix","Calico",12,0
"A667619",37,"12/27/2013 03:50:00 PM","Transfer","11/20/2013 02:51:00 PM","Owner Surrender","Domestic Shorthair Mix","Tortie",3,0
"A680873",68,"08/16/2014 07:15:00 PM","Adoption","06/09/2014 12:35:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",3,1
